"Hormones.SL","Hormones.BRC1_2","Hormones.CK","Hormones.Aux_Shoot","Hormones.ABA","Hormones.Bud_release","Hormones.PAT_Bud","Hormones.Aux_Bud","Hormones.SUC","Hormones.Sustained_growth","Hormones.GA","Hormones.Decap_signal","Hormones.CXE","Hormones.SMXL6_7_8","Hormones.FHY3_FAR1","Hormones.SPL9_15","Hormones.SMXL6_7_8_Transcription","Hormones.Low_R_FR","Hormones.MAX2","Hormones.D14","Hormones.Perception_SL","Hormones.D27","Hormones.MAX3","Hormones.MAX4","Hormones.MAX1","Hormones.LBO","Hormones.CLAMT","Hormones.PhyB","Hormones.High_R_FR","Hormones.PIFs","Hormones.HB21_40_53","Hormones.NCED3","Gene.name","Gene.kind","Gene.SL_n","Gene.BRC1_2_n","Gene.CK_n","Gene.Aux_n","Gene.ABA_n","Gene.PIN_1_3_4_7_n","Gene.Aux_Bud_n","Gene.SUC_n","Gene.GA_n","Gene.Decap_signal_n","Gene.CXE_n","Gene.SMXL6_7_8_n","Gene.FHY3_FAR1_n","Gene.SPL9_15_n","Gene.MAX2_n","Gene.D14_n","Gene.D27_n","Gene.MAX3_n","Gene.MAX4_n","Gene.MAX1_n","Gene.LBO_n","Gene.CLAMT_n","Gene.PhyB_n","Gene.PIFs_n","Gene.HB21_40_53_n","Gene.NCED3_n","Gene.Perception_SL","Gene.SUC_band"
2,1.33333333333333,0,1,1,0.230769230769231,0.666666666666667,1,0.5,0.205128205128205,1,1,1,1,1,1,1,1,1.14285714285714,1,1,1,1,1,1,2,2,1,1,1,1,1,"mutant_CK_n_overexpression_CLAMT_n","mutant_overexpression",1,1,0,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,"low"
0.917269581629443,1.08460997264739,0,1,1,0.244822221369805,0.666666666666667,1,0.5,0.217619098818048,1,1,1,1.04673542729548,1,0.988457300315068,0.977178027801441,1,0.888888888888889,1,0.888888888888889,1,1.05882352941176,0.866310160427807,0.917269581629443,0.917269581629443,0.917269581629443,2,1,1,1,1,"mutant_CK_n_overexpression_PhyB_n","mutant_overexpression",1,1,0,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,"low"
1,2,0,1,1,0.2,0.666666666666667,1,0.5,0.177777777777778,1,1,1,1,1,1,1,1,1.14285714285714,1,1,1,1,1,1,1,1,1,1,2,1,1,"mutant_CK_n_overexpression_PIFs_n","mutant_overexpression",1,1,0,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,"low"
1,1.33333333333333,0,1,2,0.1875,0.666666666666667,1,0.5,0.166666666666667,1,1,1,1,1,1,1,1,1.14285714285714,1,1,1,1,1,1,1,1,1,1,1,2,2,"mutant_CK_n_overexpression_HB21_40_53_n","mutant_overexpression",1,1,0,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,"low"
1,1.33333333333333,0,1,2,0.1875,0.666666666666667,1,0.5,0.166666666666667,1,1,1,1,1,1,1,1,1.14285714285714,1,1,1,1,1,1,1,1,1,1,1,1,2,"mutant_CK_n_overexpression_NCED3_n","mutant_overexpression",1,1,0,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,"low"
1,1.33333333333333,0,1,1,0.230769230769231,0.666666666666667,1,0.5,0.205128205128205,1,1,1,1,1,1,1,1,1.14285714285714,1,1,1,1,1,1,1,1,1,1,1,1,1,"mutant_CK_n_overexpression_Perception_SL","mutant_overexpression",1,1,0,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,"low"
0,1.00652715160487,1,0,1,0.748778152869451,2,1,0.5,0.998371073944066,1,1,1,1.73205128205128,1,0.845299376862639,0.732050680431722,1,1.14285714285714,1,0,1,0,0,0,0,0,1,1,1,1,1,"mutant_Aux_n_overexpression_SL_n","mutant_overexpression",2,1,1,0,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"low"
0,2.01305430320974,1,0,1,0.598437562920308,2,1,0.5,0.797917010469956,1,1,1,1.73205128205128,1,0.845299376862639,0.732050680431722,1,1.14285714285714,1,0,1,0,0,0,0,0,1,1,1,1,1,"mutant_Aux_n_overexpression_BRC1_2_n","mutant_overexpression",1,2,1,0,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"low"
0,0.851676820588738,2,0,0.851676129734775,1.3501269217492,2.66666666666667,1,0.5,1.80016956481716,1,1,1,1.73205128205128,1,0.845299376862639,0.732050680431722,1,1.14285714285714,1,0,1,0,0,0,0,0,1,1,1,0.851676820588738,0.851676129734775,"mutant_Aux_n_overexpression_CK_n","mutant_overexpression",1,1,2,0,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"low"
0,1.00652715160487,1,0,2,0.599217762963361,2,1,0.5,0.798957147578306,1,1,1,1.73205128205128,1,0.845299376862639,0.732050680431722,1,1.14285714285714,1,0,1,0,0,0,0,0,1,1,1,1,1,"mutant_Aux_n_overexpression_ABA_n","mutant_overexpression",1,1,1,0,2,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"low"
0,1.00652715160487,1,0,1,0.748778152869451,4,1,0.5,0.998371073944066,1,1,1,1.73205128205128,1,0.845299376862639,0.732050680431722,1,1.14285714285714,1,0,1,0,0,0,0,0,1,1,1,1,1,"mutant_Aux_n_overexpression_PIN_1_3_4_7_n","mutant_overexpression",1,1,1,0,1,2,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"low"
0,1.00652715160487,1,0,1,0.748778152869451,2.66666666666667,2,0.5,1.99674214788813,2,1,1,1.73205128205128,1,0.845299376862639,0.732050680431722,1,1.14285714285714,1,0,1,0,0,0,0,0,1,1,1,1,1,"mutant_Aux_n_overexpression_Aux_Bud_n","mutant_overexpression",1,1,1,0,1,1,2,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"low"
0,1.00652715160487,1,0,1,0.748778152869451,2,1,0.5,0.998371073944066,1,1,1,1.73205128205128,1,0.845299376862639,0.732050680431722,1,1.14285714285714,1,0,1,0,0,0,0,0,1,1,1,1,1,"mutant_Aux_n_overexpression_SUC_n","mutant_overexpression",1,1,1,0,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"low"
0,1.00652715160487,1,0,1,0.748778152869451,2,1,0.5,1.99674214788813,2,1,1,1.73205128205128,1,0.845299376862639,0.732050680431722,1,1.14285714285714,1,0,1,0,0,0,0,0,1,1,1,1,1,"mutant_Aux_n_overexpression_GA_n","mutant_overexpression",1,1,1,0,1,1,1,0.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"low"
0,0.790842761975257,2,0,0.790842120468005,1.67518812690278,3.33333333333333,1,1,1.67518842694168,1,2,1,1.73205128205128,1,0.845299376862639,0.732050680431722,1,1,1,0,1,0,0,0,0,0,1,1,1,0.790842761975257,0.790842120468005,"mutant_Aux_n_overexpression_Decap_signal_n","mutant_overexpression",1,1,1,0,1,1,1,0.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"low"
0,1.0065271103336,1,0,1,0.748778160582621,2,1,0.5,0.998371035562753,1,1,2,1.73205116855524,1,0.84529939713675,0.732050710842886,1,1.14285714285714,1,0,1,0,0,0,0,0,1,1,1,1,1,"mutant_Aux_n_overexpression_CXE_n","mutant_overexpression",1,1,1,0,1,1,1,0.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"low"
0,0.909092450381427,1,0,0.909116170888845,0.785710510702081,2,1,0.5,1.04764846692006,1,1,1,3.00000635783686,1,0.666669561285384,0.500003256453127,1,1.14285714285714,1,0,1,0,0,0,0,0,1,1,1,0.90908459353174,0.909084743902706,"mutant_Aux_n_overexpression_SMXL6_7_8_n","mutant_overexpression",1,1,1,0,1,1,1,0.5,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"low"
0,0.877969876402478,1,0,0.877962243941625,0.798736175937025,2,1,0.5,1.06496527455972,1,1,1,2.56155220741256,2,0.60961144007121,0.561552207412557,1,1.14285714285714,1,0,1,0,0,0,0,0,1,1,1,0.877971305056074,0.877971305056074,"mutant_Aux_n_overexpression_FHY3_FAR1_n","mutant_overexpression",1,1,1,0,1,1,1,0.5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"low"
0,1.4675997577552,1,0,1,0.671501513713795,2,1,0.5,0.89533567886756,1,1,1,1.73205128205128,1,1.69059875372528,0.732050680431722,1,1.14285714285714,1,0,1,0,0,0,0,0,1,1,1,1,1,"mutant_Aux_n_overexpression_SPL9_15_n","mutant_overexpression",1,1,1,0,1,1,1,0.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,"low"
0,1.00652715160487,1,0,1,0.748778152869451,2,1,0.5,0.998371073944066,1,1,1,1.73205128205128,1,0.845299376862639,0.732050680431722,1,2.28571428571429,1,0,1,0,0,0,0,0,1,1,1,1,1,"mutant_Aux_n_overexpression_MAX2_n","mutant_overexpression",1,1,1,0,1,1,1,0.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,"low"
0,1.00652715160487,1,0,1,0.748778152869451,2,1,0.5,0.998371073944066,1,1,1,1.73205128205128,1,0.845299376862639,0.732050680431722,1,1.14285714285714,2,0,1,0,0,0,0,0,1,1,1,1,1,"mutant_Aux_n_overexpression_D14_n","mutant_overexpression",1,1,1,0,1,1,1,0.5,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,"low"
0,1.00652715160487,1,0,1,0.748778152869451,2,1,0.5,0.998371073944066,1,1,1,1.73205128205128,1,0.845299376862639,0.732050680431722,1,1.14285714285714,1,0,2,0,0,0,0,0,1,1,1,1,1,"mutant_Aux_n_overexpression_D27_n","mutant_overexpression",1,1,1,0,1,1,1,0.5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,"low"
0,1.00652715160487,1,0,1,0.748778152869451,2,1,0.5,0.998371073944066,1,1,1,1.73205128205128,1,0.845299376862639,0.732050680431722,1,1.14285714285714,1,0,1,0,0,0,0,0,1,1,1,1,1,"mutant_Aux_n_overexpression_MAX3_n","mutant_overexpression",1,1,1,0,1,1,1,0.5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,"low"
0,1.00652715160487,1,0,1,0.748778152869451,2,1,0.5,0.998371073944066,1,1,1,1.73205128205128,1,0.845299376862639,0.732050680431722,1,1.14285714285714,1,0,1,0,0,0,0,0,1,1,1,1,1,"mutant_Aux_n_overexpression_MAX4_n","mutant_overexpression",1,1,1,0,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,"low"
0,1.00652715160487,1,0,1,0.748778152869451,2,1,0.5,0.998371073944066,1,1,1,1.73205128205128,1,0.845299376862639,0.732050680431722,1,1.14285714285714,1,0,1,0,0,0,0,0,1,1,1,1,1,"mutant_Aux_n_overexpression_MAX1_n","mutant_overexpression",1,1,1,0,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,"low"
0,1.00652715160487,1,0,1,0.748778152869451,2,1,0.5,0.998371073944066,1,1,1,1.73205128205128,1,0.845299376862639,0.732050680431722,1,1.14285714285714,1,0,1,0,0,0,0,0,1,1,1,1,1,"mutant_Aux_n_overexpression_LBO_n","mutant_overexpression",1,1,1,0,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"low"
0,1.00652715160487,1,0,1,0.748778152869451,2,1,0.5,0.998371073944066,1,1,1,1.73205128205128,1,0.845299376862639,0.732050680431722,1,1.14285714285714,1,0,1,0,0,0,0,0,1,1,1,1,1,"mutant_Aux_n_overexpression_CLAMT_n","mutant_overexpression",1,1,1,0,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,"low"
0,0.851676809712911,1,0,0.851676170323963,0.810076188563463,2,1,0.5,1.08010177123221,1,1,1,1.73205124670483,1,0.845299383176674,0.732050689902773,1,0.888888888888889,1,0,1,0,0,0,0,0,2,1,1,0.851676809712911,0.851676170323963,"mutant_Aux_n_overexpression_PhyB_n","mutant_overexpression",1,1,1,0,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,"low"
0,1.55198169705942,1,0,1,0.659053616568362,2,1,0.5,0.878738313038913,1,1,1,1.73205128205128,1,0.845299376862639,0.732050680431722,1,1.14285714285714,1,0,1,0,0,0,0,0,1,1,2,1,1,"mutant_Aux_n_overexpression_PIFs_n","mutant_overexpression",1,1,1,0,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,"low"
0,1.00652715160487,1,0,2,0.599217762963361,2,1,0.5,0.798957147578306,1,1,1,1.73205128205128,1,0.845299376862639,0.732050680431722,1,1.14285714285714,1,0,1,0,0,0,0,0,1,1,1,2,2,"mutant_Aux_n_overexpression_HB21_40_53_n","mutant_overexpression",1,1,1,0,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,"low"
0,1.00652715160487,1,0,2,0.599217762963361,2,1,0.5,0.798957147578306,1,1,1,1.73205128205128,1,0.845299376862639,0.732050680431722,1,1.14285714285714,1,0,1,0,0,0,0,0,1,1,1,1,2,"mutant_Aux_n_overexpression_NCED3_n","mutant_overexpression",1,1,1,0,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,"low"
0,1.00652715160487,1,0,1,0.748778152869451,2,1,0.5,0.998371073944066,1,1,1,1.73205128205128,1,0.845299376862639,0.732050680431722,1,1.14285714285714,1,0,1,0,0,0,0,0,1,1,1,1,1,"mutant_Aux_n_overexpression_Perception_SL","mutant_overexpression",1,1,1,0,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,"low"
2,1.2,0.5,1,0,0.625,0.833333333333333,1,0.5,0.694444444444444,1,1,1,1,1,1,1,1,1.14285714285714,1,1,1,1,1,1,1,1,1,1,1,1,1,"mutant_ABA_n_overexpression_SL_n","mutant_overexpression",2,1,1,1,0,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"low"
1,2.4,0.5,1,0,0.454545454545455,0.833333333333333,1,0.5,0.505050505050505,1,1,1,1,1,1,1,1,1.14285714285714,1,1,1,1,1,1,1,1,1,1,1,1,1,"mutant_ABA_n_overexpression_BRC1_2_n","mutant_overexpression",1,2,1,1,0,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"low"
1,1.09090909090909,1,1,0,0.970588235294118,1,1,0.5,1.29411764705882,1,1,1,1,1,1,1,1,1.14285714285714,1,1,1,1,1,1,1,1,1,1,1,1,1,"mutant_ABA_n_overexpression_CK_n","mutant_overexpression",1,1,2,1,0,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"low"
4,1.22448979591837,0.4,2,0,0.558227848101266,0.533333333333333,1,0.5,0.396962025316456,1,1,1,1,1,1,1,1,1.14285714285714,1,1,1,2,4,4,4,4,1,1,1,1,1,"mutant_ABA_n_overexpression_Aux_n","mutant_overexpression",1,1,1,2,0,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"low"
1,1.2,0.5,1,0,0.625,1.66666666666667,1,0.5,0.833333333333333,1,1,1,1,1,1,1,1,1.14285714285714,1,1,1,1,1,1,1,1,1,1,1,1,1,"mutant_ABA_n_overexpression_PIN_1_3_4_7_n","mutant_overexpression",1,1,1,1,0,2,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"low"
1,1.2,0.5,1,0,0.625,1.16666666666667,2,0.5,0.972222222222222,2,1,1,1,1,1,1,1,1.14285714285714,1,1,1,1,1,1,1,1,1,1,1,1,1,"mutant_ABA_n_overexpression_Aux_Bud_n","mutant_overexpression",1,1,1,1,0,1,2,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"low"
1,1.2,0.5,1,0,0.625,0.833333333333333,1,0.5,0.694444444444444,1,1,1,1,1,1,1,1,1.14285714285714,1,1,1,1,1,1,1,1,1,1,1,1,1,"mutant_ABA_n_overexpression_SUC_n","mutant_overexpression",1,1,1,1,0,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"low"
1,1.2,0.5,1,0,0.625,0.833333333333333,1,0.5,0.694444444444444,2,1,1,1,1,1,1,1,1.14285714285714,1,1,1,1,1,1,1,1,1,1,1,1,1,"mutant_ABA_n_overexpression_GA_n","mutant_overexpression",1,1,1,1,0,1,1,0.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"low"
0.72597797511583,0.946492516328453,1.19647223411428,0.666666666666667,0,1.49834311983928,1.68243587341882,1,1,1.50296990368761,1,2,1,1.144886569443,1,0.961160286319568,0.925224819249873,1,1,1,0.704403086287237,1,0.79531009954473,0.586182229071213,0.712379688325065,0.735290574147086,0.73004855567351,1,1,1,0.944705594248259,0.944630853320601,"mutant_ABA_n_overexpression_Decap_signal_n","mutant_overexpression",1,1,1,1,0,1,1,0.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"low"
0.719816910181572,1.1987152143066,0.516388729802143,1,0,0.628511057571348,0.835348509692391,1,0.5,0.694587462955593,1,1,2,1.06806944477823,1,0.993342627360025,0.986773309725998,1,1.14285714285714,1,0.787868041330225,1,1.06777645936762,1.05805787117996,1.08068700663367,1.02391407650625,1.02447808222437,1,1,1,1,1,"mutant_ABA_n_overexpression_CXE_n","mutant_overexpression",1,1,1,1,0,1,1,0.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"low"
1,1.10717986676536,0.5,1,0,0.643670494068321,0.833333333333333,1,0.5,0.71518964457461,1,1,1,1.73205128205128,1,0.845299376862639,0.732050680431722,1,1.14285714285714,1,1,1,1,1,1,1,1,1,1,1,1,1,"mutant_ABA_n_overexpression_SMXL6_7_8_n","mutant_overexpression",1,1,1,1,0,1,1,0.5,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"low"
1,1.04327176781003,0.5,1,0,0.657187445812381,0.833333333333333,1,0.5,0.730198595414167,1,1,1,1.41420118343195,2,0.73879781420765,0.82843137254902,1,1.14285714285714,1,1,1,1,1,1,1,1,1,1,1,1,1,"mutant_ABA_n_overexpression_FHY3_FAR1_n","mutant_overexpression",1,1,1,1,0,1,1,0.5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"low"
1,1.8,0.5,1,0,0.526315789473684,0.833333333333333,1,0.5,0.584795321637427,1,1,1,1,1,2,1,1,1.14285714285714,1,1,1,1,1,1,1,1,1,1,1,1,1,"mutant_ABA_n_overexpression_SPL9_15_n","mutant_overexpression",1,1,1,1,0,1,1,0.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,"low"
1,1.2,0.5,1,0,0.625,0.833333333333333,1,0.5,0.694444444444444,1,1,1,1,1,1,1,1,2.28571428571429,1,1,1,1,1,1,1,1,1,1,1,1,1,"mutant_ABA_n_overexpression_MAX2_n","mutant_overexpression",1,1,1,1,0,1,1,0.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,"low"
1,1.2,0.5,1,0,0.625,0.833333333333333,1,0.5,0.694444444444444,1,1,1,1,1,1,1,1,1.14285714285714,2,1,1,1,1,1,1,1,1,1,1,1,1,"mutant_ABA_n_overexpression_D14_n","mutant_overexpression",1,1,1,1,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,"low"
2,1.2,0.5,1,0,0.625,0.833333333333333,1,0.5,0.694444444444444,1,1,1,1,1,1,1,1,1.14285714285714,1,1,2,2,2,2,2,2,1,1,1,1,1,"mutant_ABA_n_overexpression_D27_n","mutant_overexpression",1,1,1,1,0,1,1,0.5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,"low"
2,1.2,0.5,1,0,0.625,0.833333333333333,1,0.5,0.694444444444444,1,1,1,1,1,1,1,1,1.14285714285714,1,1,1,2,2,2,2,2,1,1,1,1,1,"mutant_ABA_n_overexpression_MAX3_n","mutant_overexpression",1,1,1,1,0,1,1,0.5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,"low"
2,1.2,0.5,1,0,0.625,0.833333333333333,1,0.5,0.694444444444444,1,1,1,1,1,1,1,1,1.14285714285714,1,1,1,1,2,2,2,2,1,1,1,1,1,"mutant_ABA_n_overexpression_MAX4_n","mutant_overexpression",1,1,1,1,0,1,1,0.5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,"low"
2,1.2,0.5,1,0,0.625,0.833333333333333,1,0.5,0.694444444444444,1,1,1,1,1,1,1,1,1.14285714285714,1,1,1,1,1,2,2,2,1,1,1,1,1,"mutant_ABA_n_overexpression_MAX1_n","mutant_overexpression",1,1,1,1,0,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,"low"
2,1.2,0.5,1,0,0.625,0.833333333333333,1,0.5,0.694444444444444,1,1,1,1,1,1,1,1,1.14285714285714,1,1,1,1,1,1,2,1,1,1,1,1,1,"mutant_ABA_n_overexpression_LBO_n","mutant_overexpression",1,1,1,1,0,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"low"
2,1.2,0.5,1,0,0.625,0.833333333333333,1,0.5,0.694444444444444,1,1,1,1,1,1,1,1,1.14285714285714,1,1,1,1,1,1,2,2,1,1,1,1,1,"mutant_ABA_n_overexpression_CLAMT_n","mutant_overexpression",1,1,1,1,0,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,"low"
0.917269581629443,0.991864226767803,0.514285714285714,1,0,0.678032022685572,0.838095238095238,1,0.5,0.757671038627052,1,1,1,1.04673542729548,1,0.988457300315068,0.977178027801441,1,0.888888888888889,1,0.888888888888889,1,1.05882352941176,0.866310160427807,0.917269581629443,0.917269581629443,0.917269581629443,2,1,1,0.991851949022398,0.991863166196813,"mutant_ABA_n_overexpression_PhyB_n","mutant_overexpression",1,1,1,1,0,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,"low"
1,1.8,0.5,1,0,0.526315789473684,0.833333333333333,1,0.5,0.584795321637427,1,1,1,1,1,1,1,1,1.14285714285714,1,1,1,1,1,1,1,1,1,1,2,1,1,"mutant_ABA_n_overexpression_PIFs_n","mutant_overexpression",1,1,1,1,0,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,"low"
1,1.2,0.5,1,0,0.625,0.833333333333333,1,0.5,0.694444444444444,1,1,1,1,1,1,1,1,1.14285714285714,1,1,1,1,1,1,1,1,1,1,1,2,2,"mutant_ABA_n_overexpression_HB21_40_53_n","mutant_overexpression",1,1,1,1,0,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,"low"
1,1.2,0.5,1,0,0.625,0.833333333333333,1,0.5,0.694444444444444,1,1,1,1,1,1,1,1,1.14285714285714,1,1,1,1,1,1,1,1,1,1,1,1,2,"mutant_ABA_n_overexpression_NCED3_n","mutant_overexpression",1,1,1,1,0,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,"low"
1,1.2,0.5,1,0,0.625,0.833333333333333,1,0.5,0.694444444444444,1,1,1,1,1,1,1,1,1.14285714285714,1,1,1,1,1,1,1,1,1,1,1,1,1,"mutant_ABA_n_overexpression_Perception_SL","mutant_overexpression",1,1,1,1,0,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,"low"
2,1.2,0.5,1,1,0.476190476190476,0,1,0.5,0,1,1,1,1,1,1,1,1,1.14285714285714,1,1,1,1,1,1,1,1,1,1,1,1,1,"mutant_PIN_1_3_4_7_n_overexpression_SL_n","mutant_overexpression",2,1,1,1,1,0,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"low"
1,2.4,0.5,1,1,0.37037037037037,0,1,0.5,0,1,1,1,1,1,1,1,1,1.14285714285714,1,1,1,1,1,1,1,1,1,1,1,1,1,"mutant_PIN_1_3_4_7_n_overexpression_BRC1_2_n","mutant_overexpression",1,2,1,1,1,0,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"low"
1,1.09090909090909,1,1,1,0.733333333333333,0,1,0.5,0,1,1,1,1,1,1,1,1,1.14285714285714,1,1,1,1,1,1,1,1,1,1,1,1,1,"mutant_PIN_1_3_4_7_n_overexpression_CK_n","mutant_overexpression",1,1,2,1,1,0,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"low"
4,1.22448979591837,0.4,2,1,0.426086956521739,0,1,0.5,0,1,1,1,1,1,1,1,1,1.14285714285714,1,1,1,2,4,4,4,4,1,1,1,1,1,"mutant_PIN_1_3_4_7_n_overexpression_Aux_n","mutant_overexpression",1,1,1,2,1,0,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"low"
1,1.2,0.5,1,2,0.384615384615385,0,1,0.5,0,1,1,1,1,1,1,1,1,1.14285714285714,1,1,1,1,1,1,1,1,1,1,1,1,1,"mutant_PIN_1_3_4_7_n_overexpression_ABA_n","mutant_overexpression",1,1,1,1,2,0,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"low"
1,1.2,0.5,1,1,0.476190476190476,0,2,0.5,0,2,1,1,1,1,1,1,1,1.14285714285714,1,1,1,1,1,1,1,1,1,1,1,1,1,"mutant_PIN_1_3_4_7_n_overexpression_Aux_Bud_n","mutant_overexpression",1,1,1,1,1,0,2,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"low"
1,1.2,0.5,1,1,0.476190476190476,0,1,0.5,0,1,1,1,1,1,1,1,1,1.14285714285714,1,1,1,1,1,1,1,1,1,1,1,1,1,"mutant_PIN_1_3_4_7_n_overexpression_SUC_n","mutant_overexpression",1,1,1,1,1,0,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"low"
1,1.2,0.5,1,1,0.476190476190476,0,1,0.5,0,2,1,1,1,1,1,1,1,1.14285714285714,1,1,1,1,1,1,1,1,1,1,1,1,1,"mutant_PIN_1_3_4_7_n_overexpression_GA_n","mutant_overexpression",1,1,1,1,1,0,1,0.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"low"
0.72597797511583,0.946492516328453,1.19647223411428,0.666666666666667,0.946359633619497,1.13300296524382,0,1,1,0,1,2,1,1.144886569443,1,0.961160286319568,0.925224819249873,1,1,1,0.704403086287237,1,0.79531009954473,0.586182229071213,0.712379688325065,0.735290574147086,0.73004855567351,1,1,1,0.944705594248259,0.944630853320601,"mutant_PIN_1_3_4_7_n_overexpression_Decap_signal_n","mutant_overexpression",1,1,1,1,1,0,1,0.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"low"
