"Hormones.SL","Hormones.BRC1_2","Hormones.CK","Hormones.Aux_Shoot","Hormones.ABA","Hormones.Bud_release","Hormones.PAT_Bud","Hormones.Aux_Bud","Hormones.SUC","Hormones.Sustained_growth","Hormones.GA","Hormones.Decap_signal","Hormones.CXE","Hormones.SMXL6_7_8","Hormones.FHY3_FAR1","Hormones.SPL9_15","Hormones.SMXL6_7_8_Transcription","Hormones.Low_R_FR","Hormones.MAX2","Hormones.D14","Hormones.Perception_SL","Hormones.D27","Hormones.MAX3","Hormones.MAX4","Hormones.MAX1","Hormones.LBO","Hormones.CLAMT","Hormones.PhyB","Hormones.High_R_FR","Hormones.PIFs","Hormones.HB21_40_53","Hormones.NCED3","Gene.name","Gene.kind","Gene.SL_n","Gene.BRC1_2_n","Gene.CK_n","Gene.Aux_n","Gene.ABA_n","Gene.PIN_1_3_4_7_n","Gene.Aux_Bud_n","Gene.SUC_n","Gene.GA_n","Gene.Decap_signal_n","Gene.CXE_n","Gene.SMXL6_7_8_n","Gene.FHY3_FAR1_n","Gene.SPL9_15_n","Gene.MAX2_n","Gene.D14_n","Gene.D27_n","Gene.MAX3_n","Gene.MAX4_n","Gene.MAX1_n","Gene.LBO_n","Gene.CLAMT_n","Gene.PhyB_n","Gene.PIFs_n","Gene.HB21_40_53_n","Gene.NCED3_n","Gene.Perception_SL","Gene.SUC_band"
2.30627780523974,0.780054033078262,1.54285714285714,1,0.780055037515159,1.70941689031122,1.18095238095238,1,1.5,1.36753724491294,1,1,1,1.81192108231096,1,0.831269232574212,0.711258106437243,1,0.888888888888889,1,0.888888888888889,1,1.05882352941176,1.0890756302521,2.30627780523974,2.30627780523974,2.30627780523974,1,1,1,0.780053390105008,0.780052636775071,"double_overexpression_SMXL6_7_8_n_MAX1_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,"high"
2.30627780523974,0.780054033078262,1.54285714285714,1,0.780055037515159,1.70941689031122,1.18095238095238,1,1.5,1.36753724491294,1,1,1,1.81192108231096,1,0.831269232574212,0.711258106437243,1,0.888888888888889,1,0.888888888888889,1,1.05882352941176,1.0890756302521,1.15313890261987,2.30627780523974,1.15313890261987,1,1,1,0.780053390105008,0.780052636775071,"double_overexpression_SMXL6_7_8_n_LBO_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"high"
2.30627780523974,0.780054033078262,1.54285714285714,1,0.780055037515159,1.70941689031122,1.18095238095238,1,1.5,1.36753724491294,1,1,1,1.81192108231096,1,0.831269232574212,0.711258106437243,1,0.888888888888889,1,0.888888888888889,1,1.05882352941176,1.0890756302521,1.15313890261987,2.30627780523974,2.30627780523974,1,1,1,0.780053390105008,0.780052636775071,"double_overexpression_SMXL6_7_8_n_CLAMT_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,"high"
1.1344555721287,0.669192377820964,1.60975609756098,1,0.669199061575925,1.86303193240488,1.20325203252033,1,1.5,1.490435105398,1,1,1,1.94440052579333,1,0.808997160450406,0.679257121466098,1,0.727272727272727,1,0.727272727272727,1,1.15789473684211,0.979757085020243,1.1344555721287,1.1344555721287,1.1344555721287,2,1,1,0.669190701350528,0.669192785523389,"double_overexpression_SMXL6_7_8_n_PhyB_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,"high"
1.15313890261987,1.20602133913161,1.54285714285714,1,1,1.4469083166703,1.18095238095238,1,1.5,1.15752954374657,1,1,1,1.81193497549956,1,0.831272064261778,0.711262252610321,1,0.888888888888889,1,0.888888888888889,1,1.05882352941176,1.0890756302521,1.15313890261987,1.15313890261987,1.15313890261987,1,1,2,1,1,"double_overexpression_SMXL6_7_8_n_PIFs_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,"high"
1.15313890261987,0.780052636775071,1.54285714285714,1,1.56009777273891,1.40219573025516,1.18095238095238,1,1.5,1.12173855637189,1,1,1,1.81191600035246,1,0.831268196770329,0.711256589812311,1,0.888888888888889,1,0.888888888888889,1,1.05882352941176,1.0890756302521,1.15313890261987,1.15313890261987,1.15313890261987,1,1,1,1.56011007503032,1.56011570057559,"double_overexpression_SMXL6_7_8_n_HB21_40_53_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,"high"
1.15313890261987,0.780052636775071,1.54285714285714,1,1.56009777273891,1.40219573025516,1.18095238095238,1,1.5,1.12173855637189,1,1,1,1.81191600035246,1,0.831268196770329,0.711256589812311,1,0.888888888888889,1,0.888888888888889,1,1.05882352941176,1.0890756302521,1.15313890261987,1.15313890261987,1.15313890261987,1,1,1,0.780055037515159,1.56011570057559,"double_overexpression_SMXL6_7_8_n_NCED3_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,"high"
1.15313890261987,0.780054033078262,1.54285714285714,1,0.780055037515159,1.70941689031122,1.18095238095238,1,1.5,1.36753724491294,1,1,1,1.81192108231096,1,0.831269232574212,0.711258106437243,1,0.888888888888889,1,0.888888888888889,1,1.05882352941176,1.0890756302521,1.15313890261987,1.15313890261987,1.15313890261987,1,1,1,0.780053390105008,0.780052636775071,"double_overexpression_SMXL6_7_8_n_Perception_SL","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,"high"
1.15313890261987,1.04725014550215,1.54285714285714,1,1,1.50366645671199,1.18095238095238,1,1.5,1.20293367682443,1,1,1,1.48492309090677,2,1.45854369649464,0.804853883534149,1,0.888888888888889,1,0.888888888888889,1,1.05882352941176,1.0890756302521,1.15313890261987,1.15313890261987,1.15313890261987,1,1,1,1,1,"double_overexpression_FHY3_FAR1_n_SPL9_15_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,"high"
1,0.745198215094096,1.5,1,0.745194119864305,1.71900404489035,1.16666666666667,1,1.5,1.375191884934,1,1,1,1.41421319796954,2,0.738795835219556,0.828426395939086,1,1.77777777777778,1,1,1,1,1,1,1,1,1,1,1,0.74519906323185,0.74519906323185,"double_overexpression_FHY3_FAR1_n_MAX2_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,"high"
1.15313890261987,0.736606817172981,1.54285714285714,1,0.736610974343944,1.75218375540418,1.18095238095238,1,1.5,1.40175881476814,1,1,1,1.48492309090677,2,0.729272194601332,0.804854727268352,1,0.888888888888889,2,0.888888888888889,1,1.05882352941176,1.0890756302521,1.15313890261987,1.15313890261987,1.15313890261987,1,1,1,0.736605956782369,0.736605956782369,"double_overexpression_FHY3_FAR1_n_D14_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,"high"
2.30627780523974,0.736606817172981,1.54285714285714,1,0.736610974343944,1.75218375540418,1.18095238095238,1,1.5,1.40175881476814,1,1,1,1.48492309090677,2,0.729272194601332,0.804854727268352,1,0.888888888888889,1,0.888888888888889,2,2.11764705882353,2.1781512605042,2.30627780523974,2.30627780523974,2.30627780523974,1,1,1,0.736605956782369,0.736605956782369,"double_overexpression_FHY3_FAR1_n_D27_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,"high"
2.30627780523974,0.736606817172981,1.54285714285714,1,0.736610974343944,1.75218375540418,1.18095238095238,1,1.5,1.40175881476814,1,1,1,1.48492309090677,2,0.729272194601332,0.804854727268352,1,0.888888888888889,1,0.888888888888889,1,2.11764705882353,2.1781512605042,2.30627780523974,2.30627780523974,2.30627780523974,1,1,1,0.736605956782369,0.736605956782369,"double_overexpression_FHY3_FAR1_n_MAX3_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,"high"
2.30627780523974,0.736606817172981,1.54285714285714,1,0.736610974343944,1.75218375540418,1.18095238095238,1,1.5,1.40175881476814,1,1,1,1.48492309090677,2,0.729272194601332,0.804854727268352,1,0.888888888888889,1,0.888888888888889,1,1.05882352941176,2.1781512605042,2.30627780523974,2.30627780523974,2.30627780523974,1,1,1,0.736605956782369,0.736605956782369,"double_overexpression_FHY3_FAR1_n_MAX4_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,"high"
2.30627780523974,0.736606817172981,1.54285714285714,1,0.736610974343944,1.75218375540418,1.18095238095238,1,1.5,1.40175881476814,1,1,1,1.48492309090677,2,0.729272194601332,0.804854727268352,1,0.888888888888889,1,0.888888888888889,1,1.05882352941176,1.0890756302521,2.30627780523974,2.30627780523974,2.30627780523974,1,1,1,0.736605956782369,0.736605956782369,"double_overexpression_FHY3_FAR1_n_MAX1_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,"high"
2.30627780523974,0.736606817172981,1.54285714285714,1,0.736610974343944,1.75218375540418,1.18095238095238,1,1.5,1.40175881476814,1,1,1,1.48492309090677,2,0.729272194601332,0.804854727268352,1,0.888888888888889,1,0.888888888888889,1,1.05882352941176,1.0890756302521,1.15313890261987,2.30627780523974,1.15313890261987,1,1,1,0.736605956782369,0.736605956782369,"double_overexpression_FHY3_FAR1_n_LBO_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"high"
2.30627780523974,0.736606817172981,1.54285714285714,1,0.736610974343944,1.75218375540418,1.18095238095238,1,1.5,1.40175881476814,1,1,1,1.48492309090677,2,0.729272194601332,0.804854727268352,1,0.888888888888889,1,0.888888888888889,1,1.05882352941176,1.0890756302521,1.15313890261987,2.30627780523974,2.30627780523974,1,1,1,0.736605956782369,0.736605956782369,"double_overexpression_FHY3_FAR1_n_CLAMT_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,"high"
1.1344555721287,0.634026514730046,1.60975609756098,1,0.634030668347005,1.90312270452741,1.20325203252033,1,1.5,1.52251182008185,1,1,1,1.60276610501854,2,0.713933464615775,0.768414181395663,1,0.727272727272727,1,0.727272727272727,1,1.15789473684211,0.979757085020243,1.1344555721287,1.1344555721287,1.1344555721287,2,1,1,0.634025658408033,0.634025658408033,"double_overexpression_FHY3_FAR1_n_PhyB_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,"high"
1.15313890261987,1.16256944562618,1.54285714285714,1,1,1.46200730810561,1.18095238095238,1,1.5,1.16960584648449,1,1,1,1.48492048594649,2,0.729270174731942,0.804849806787806,1,0.888888888888889,1,0.888888888888889,1,1.05882352941176,1.0890756302521,1.15313890261987,1.15313890261987,1.15313890261987,1,1,2,1,1,"double_overexpression_FHY3_FAR1_n_PIFs_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,"high"
1.15313890261987,0.736606817172981,1.54285714285714,1,1.47322194868789,1.44559692756241,1.18095238095238,1,1.5,1.15649362011425,1,1,1,1.48492309090677,2,0.729272194601332,0.804854727268352,1,0.888888888888889,1,0.888888888888889,1,1.05882352941176,1.0890756302521,1.15313890261987,1.15313890261987,1.15313890261987,1,1,1,1.47321191356474,1.47321191356474,"double_overexpression_FHY3_FAR1_n_HB21_40_53_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,"high"
1.15313890261987,0.736606817172981,1.54285714285714,1,1.47322194868789,1.44559692756241,1.18095238095238,1,1.5,1.15649362011425,1,1,1,1.48492309090677,2,0.729272194601332,0.804854727268352,1,0.888888888888889,1,0.888888888888889,1,1.05882352941176,1.0890756302521,1.15313890261987,1.15313890261987,1.15313890261987,1,1,1,0.736605956782369,1.47321191356474,"double_overexpression_FHY3_FAR1_n_NCED3_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,"high"
1.15313890261987,0.736606817172981,1.54285714285714,1,0.736610974343944,1.75218375540418,1.18095238095238,1,1.5,1.40175881476814,1,1,1,1.48492309090677,2,0.729272194601332,0.804854727268352,1,0.888888888888889,1,0.888888888888889,1,1.05882352941176,1.0890756302521,1.15313890261987,1.15313890261987,1.15313890261987,1,1,1,0.736605956782369,0.736605956782369,"double_overexpression_FHY3_FAR1_n_Perception_SL","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,"high"
1,1.28571428571429,1.5,1,1,1.4,1.16666666666667,1,1.5,1.12,1,1,1,1,1,2,1,1,1.77777777777778,1,1,1,1,1,1,1,1,1,1,1,1,1,"double_overexpression_SPL9_15_n_MAX2_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,"high"
1.15313890261987,1.26805430440426,1.54285714285714,1,1,1.42587555163822,1.18095238095238,1,1.5,1.14070386265767,1,1,1,1.04673812053525,1,1.97690084253385,0.977164581992039,1,0.888888888888889,2,0.888888888888889,1,1.05882352941176,1.0890756302521,1.15313890261987,1.15313890261987,1.15313890261987,1,1,1,1,1,"double_overexpression_SPL9_15_n_D14_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,"high"
2.30627780523974,1.26805430440426,1.54285714285714,1,1,1.42587555163822,1.18095238095238,1,1.5,1.14070386265767,1,1,1,1.04673812053525,1,1.97690084253385,0.977164581992039,1,0.888888888888889,1,0.888888888888889,2,2.11764705882353,2.1781512605042,2.30627780523974,2.30627780523974,2.30627780523974,1,1,1,1,1,"double_overexpression_SPL9_15_n_D27_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,"high"
2.30627780523974,1.26805430440426,1.54285714285714,1,1,1.42587555163822,1.18095238095238,1,1.5,1.14070386265767,1,1,1,1.04673812053525,1,1.97690084253385,0.977164581992039,1,0.888888888888889,1,0.888888888888889,1,2.11764705882353,2.1781512605042,2.30627780523974,2.30627780523974,2.30627780523974,1,1,1,1,1,"double_overexpression_SPL9_15_n_MAX3_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,"high"
2.30627780523974,1.26805430440426,1.54285714285714,1,1,1.42587555163822,1.18095238095238,1,1.5,1.14070386265767,1,1,1,1.04673812053525,1,1.97690084253385,0.977164581992039,1,0.888888888888889,1,0.888888888888889,1,1.05882352941176,2.1781512605042,2.30627780523974,2.30627780523974,2.30627780523974,1,1,1,1,1,"double_overexpression_SPL9_15_n_MAX4_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,"high"
2.30627780523974,1.26805430440426,1.54285714285714,1,1,1.42587555163822,1.18095238095238,1,1.5,1.14070386265767,1,1,1,1.04673812053525,1,1.97690084253385,0.977164581992039,1,0.888888888888889,1,0.888888888888889,1,1.05882352941176,1.0890756302521,2.30627780523974,2.30627780523974,2.30627780523974,1,1,1,1,1,"double_overexpression_SPL9_15_n_MAX1_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,"high"
2.30627780523974,1.26805430440426,1.54285714285714,1,1,1.42587555163822,1.18095238095238,1,1.5,1.14070386265767,1,1,1,1.04673812053525,1,1.97690084253385,0.977164581992039,1,0.888888888888889,1,0.888888888888889,1,1.05882352941176,1.0890756302521,1.15313890261987,2.30627780523974,1.15313890261987,1,1,1,1,1,"double_overexpression_SPL9_15_n_LBO_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,"high"
2.30627780523974,1.26805430440426,1.54285714285714,1,1,1.42587555163822,1.18095238095238,1,1.5,1.14070386265767,1,1,1,1.04673812053525,1,1.97690084253385,0.977164581992039,1,0.888888888888889,1,0.888888888888889,1,1.05882352941176,1.0890756302521,1.15313890261987,2.30627780523974,2.30627780523974,1,1,1,1,1,"double_overexpression_SPL9_15_n_CLAMT_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,"high"
1.1344555721287,1.08752195438873,1.60975609756098,1,1,1.52158502499152,1.20325203252033,1,1.5,1.21727745413632,1,1,1,1.12408557761129,1,1.93982395598921,0.941581648630731,1,0.727272727272727,1,0.727272727272727,1,1.15789473684211,0.979757085020243,1.1344555721287,1.1344555721287,1.1344555721287,2,1,1,1,1,"double_overexpression_SPL9_15_n_PhyB_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,"high"
1.15313890261987,1.69401779324807,1.54285714285714,1,1,1.29648653892715,1.18095238095238,1,1.5,1.03718923114172,1,1,1,1.04673812053525,1,1.97690843843476,0.977172005455473,1,0.888888888888889,1,0.888888888888889,1,1.05882352941176,1.0890756302521,1.15313890261987,1.15313890261987,1.15313890261987,1,1,2,1,1,"double_overexpression_SPL9_15_n_PIFs_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,"high"
1.15313890261987,1.26805430440426,1.54285714285714,1,2,1.15521100088631,1.18095238095238,1,1.5,0.924171046432506,1,1,1,1.04673812053525,1,1.97690084253385,0.977164581992039,1,0.888888888888889,1,0.888888888888889,1,1.05882352941176,1.0890756302521,1.15313890261987,1.15313890261987,1.15313890261987,1,1,1,2,2,"double_overexpression_SPL9_15_n_HB21_40_53_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,"high"
1.15313890261987,1.26805430440426,1.54285714285714,1,2,1.15521100088631,1.18095238095238,1,1.5,0.924171046432506,1,1,1,1.04673812053525,1,1.97690084253385,0.977164581992039,1,0.888888888888889,1,0.888888888888889,1,1.05882352941176,1.0890756302521,1.15313890261987,1.15313890261987,1.15313890261987,1,1,1,1,2,"double_overexpression_SPL9_15_n_NCED3_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,"high"
1.15313890261987,1.26805430440426,1.54285714285714,1,1,1.42587555163822,1.18095238095238,1,1.5,1.14070386265767,1,1,1,1.04673812053525,1,1.97690084253385,0.977164581992039,1,0.888888888888889,1,0.888888888888889,1,1.05882352941176,1.0890756302521,1.15313890261987,1.15313890261987,1.15313890261987,1,1,1,1,1,"double_overexpression_SPL9_15_n_Perception_SL","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,"high"
1,0.857142857142857,1.5,1,0.857142857142857,1.61538461538462,1.16666666666667,1,1.5,1.29230769230769,1,1,1,1,1,1,1,1,1.77777777777778,2,1,1,1,1,1,1,1,1,1,1,0.857142857142857,0.857142857142857,"double_overexpression_MAX2_n_D14_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,"high"
2,0.857142857142857,1.5,1,0.857142857142857,1.61538461538462,1.16666666666667,1,1.5,1.29230769230769,1,1,1,1,1,1,1,1,1.77777777777778,1,1,2,2,2,2,2,2,1,1,1,0.857142857142857,0.857142857142857,"double_overexpression_MAX2_n_D27_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,"high"
2,0.857142857142857,1.5,1,0.857142857142857,1.61538461538462,1.16666666666667,1,1.5,1.29230769230769,1,1,1,1,1,1,1,1,1.77777777777778,1,1,1,2,2,2,2,2,1,1,1,0.857142857142857,0.857142857142857,"double_overexpression_MAX2_n_MAX3_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,"high"
2,0.857142857142857,1.5,1,0.857142857142857,1.61538461538462,1.16666666666667,1,1.5,1.29230769230769,1,1,1,1,1,1,1,1,1.77777777777778,1,1,1,1,2,2,2,2,1,1,1,0.857142857142857,0.857142857142857,"double_overexpression_MAX2_n_MAX4_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,"high"
2,0.857142857142857,1.5,1,0.857142857142857,1.61538461538462,1.16666666666667,1,1.5,1.29230769230769,1,1,1,1,1,1,1,1,1.77777777777778,1,1,1,1,1,2,2,2,1,1,1,0.857142857142857,0.857142857142857,"double_overexpression_MAX2_n_MAX1_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,"high"
2,0.857142857142857,1.5,1,0.857142857142857,1.61538461538462,1.16666666666667,1,1.5,1.29230769230769,1,1,1,1,1,1,1,1,1.77777777777778,1,1,1,1,1,1,2,1,1,1,1,0.857142857142857,0.857142857142857,"double_overexpression_MAX2_n_LBO_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,"high"
2,0.857142857142857,1.5,1,0.857142857142857,1.61538461538462,1.16666666666667,1,1.5,1.29230769230769,1,1,1,1,1,1,1,1,1.77777777777778,1,1,1,1,1,1,2,2,1,1,1,0.857142857142857,0.857142857142857,"double_overexpression_MAX2_n_CLAMT_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,"high"
1.00141461473153,0.743435831302606,1.50918822381465,1,0.735067316870221,1.74206692511959,1.17566440287773,1,1.5,1.40317111185956,1,1,1,1.00149509058807,1,0.995054231414244,0.99015714331985,1,1.45454545454545,1,1,1,1.01232647066709,0.833379407517685,0.874832159141489,0.973002835703713,0.926477177137029,2,1,1,0.739473208463772,0.736438112535327,"double_overexpression_MAX2_n_PhyB_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,"high"
1,1.28571428571429,1.5,1,1,1.4,1.16666666666667,1,1.5,1.12,1,1,1,1,1,1,1,1,1.77777777777778,1,1,1,1,1,1,1,1,1,1,2,1,1,"double_overexpression_MAX2_n_PIFs_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,"high"
1,0.857142857142857,1.5,1,1.71428571428571,1.3125,1.16666666666667,1,1.5,1.05,1,1,1,1,1,1,1,1,1.77777777777778,1,1,1,1,1,1,1,1,1,1,1,1.71428571428571,1.71428571428571,"double_overexpression_MAX2_n_HB21_40_53_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,"high"
1,0.857142857142857,1.5,1,1.71428571428571,1.3125,1.16666666666667,1,1.5,1.05,1,1,1,1,1,1,1,1,1.77777777777778,1,1,1,1,1,1,1,1,1,1,1,0.857142857142857,1.71428571428571,"double_overexpression_MAX2_n_NCED3_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,"high"
1,0.857142857142857,1.5,1,0.857142857142857,1.61538461538462,1.16666666666667,1,1.5,1.29230769230769,1,1,1,1,1,1,1,1,1.77777777777778,1,1,1,1,1,1,1,1,1,1,1,0.857142857142857,0.857142857142857,"double_overexpression_MAX2_n_Perception_SL","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,"high"
2.30627780523974,0.847008896624035,1.54285714285714,1,0.847002495972788,1.64744282596666,1.18095238095238,1,1.5,1.31795654439443,1,1,1,1.04673812053525,1,0.988450421266927,0.977164581992039,1,0.888888888888889,2,0.888888888888889,2,2.11764705882353,2.1781512605042,2.30627780523974,2.30627780523974,2.30627780523974,1,1,1,0.847008896624035,0.847002495972788,"double_overexpression_D14_n_D27_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,"high"
2.30627780523974,0.847008896624035,1.54285714285714,1,0.847002495972788,1.64744282596666,1.18095238095238,1,1.5,1.31795654439443,1,1,1,1.04673812053525,1,0.988450421266927,0.977164581992039,1,0.888888888888889,2,0.888888888888889,1,2.11764705882353,2.1781512605042,2.30627780523974,2.30627780523974,2.30627780523974,1,1,1,0.847008896624035,0.847002495972788,"double_overexpression_D14_n_MAX3_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,"high"
2.30627780523974,0.847008896624035,1.54285714285714,1,0.847002495972788,1.64744282596666,1.18095238095238,1,1.5,1.31795654439443,1,1,1,1.04673812053525,1,0.988450421266927,0.977164581992039,1,0.888888888888889,2,0.888888888888889,1,1.05882352941176,2.1781512605042,2.30627780523974,2.30627780523974,2.30627780523974,1,1,1,0.847008896624035,0.847002495972788,"double_overexpression_D14_n_MAX4_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,"high"
2.30627780523974,0.847008896624035,1.54285714285714,1,0.847002495972788,1.64744282596666,1.18095238095238,1,1.5,1.31795654439443,1,1,1,1.04673812053525,1,0.988450421266927,0.977164581992039,1,0.888888888888889,2,0.888888888888889,1,1.05882352941176,1.0890756302521,2.30627780523974,2.30627780523974,2.30627780523974,1,1,1,0.847008896624035,0.847002495972788,"double_overexpression_D14_n_MAX1_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,"high"
2.30627780523974,0.847008896624035,1.54285714285714,1,0.847002495972788,1.64744282596666,1.18095238095238,1,1.5,1.31795654439443,1,1,1,1.04673812053525,1,0.988450421266927,0.977164581992039,1,0.888888888888889,2,0.888888888888889,1,1.05882352941176,1.0890756302521,1.15313890261987,2.30627780523974,1.15313890261987,1,1,1,0.847008896624035,0.847002495972788,"double_overexpression_D14_n_LBO_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,"high"
2.30627780523974,0.847008896624035,1.54285714285714,1,0.847002495972788,1.64744282596666,1.18095238095238,1,1.5,1.31795654439443,1,1,1,1.04673812053525,1,0.988450421266927,0.977164581992039,1,0.888888888888889,2,0.888888888888889,1,1.05882352941176,1.0890756302521,1.15313890261987,2.30627780523974,2.30627780523974,1,1,1,0.847008896624035,0.847002495972788,"double_overexpression_D14_n_CLAMT_n","double_overexpression",1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,"high"
